fac_id,region,finalwt,ipw,absprobsamp,abshwkwt,probvign,hwkvignwt,countycode,districtcode,subcountycode,parishcode
268,5.0,13.29013,13.29013,0.5555556,23.922234,0.33333334,39.870388,20.0,32.0,62.0,112.0
269,5.0,13.29013,13.29013,0.5,26.58026,0.3,44.30043,20.0,32.0,62.0,187.0
270,5.0,13.605592,13.605592,0.6666667,20.408388,0.6666667,20.408388,20.0,32.0,91.0,314.0
271,5.0,13.605592,13.605592,0.75,18.140789,0.083333336,163.2671,20.0,32.0,91.0,315.0
272,5.0,9.088953,9.088953,0.75,12.118605,0.25,36.355812,20.0,32.0,168.0,313.0
273,5.0,10.256801,10.256801,1.0,10.256801,1.0,10.256801,25.0,17.0,40.0,65.0
274,5.0,10.256801,10.256801,1.0,10.256801,1.0,10.256801,25.0,17.0,40.0,197.0
275,5.0,12.392,12.392,1.0,12.392,1.0,12.392,25.0,17.0,163.0,109.0
276,5.0,12.392,12.392,1.0,12.392,0.25,49.568,25.0,17.0,70.0,319.0
277,5.0,8.481157,8.481157,1.0,8.481157,0.2857143,29.684048,25.0,17.0,76.0,120.0
278,5.0,8.481157,8.481157,1.0,8.481157,0.33333334,25.443472,25.0,17.0,76.0,191.0
279,5.0,4.824938,4.824938,1.0,4.824938,0.25,19.299751,30.0,22.0,85.0,35.0
280,5.0,5.051587,5.051587,0.2173913,23.237303,0.06521739,77.457664,30.0,22.0,141.0,37.0
281,5.0,5.051587,5.051587,1.0,5.051587,0.125,40.412697,30.0,22.0,141.0,173.0
282,5.0,5.051587,5.051587,1.0,5.051587,0.2,25.257935,30.0,22.0,141.0,234.0
283,5.0,4.838795,4.838795,1.0,4.838795,0.75,6.451727,30.0,22.0,189.0,130.0
284,5.0,4.838795,4.838795,1.0,4.838795,0.25,19.35518,30.0,22.0,189.0,172.0
285,5.0,4.657208,4.657208,1.0,4.657208,0.33333334,13.971624,30.0,22.0,190.0,231.0
286,5.0,4.657208,4.657208,1.0,4.657208,0.33333334,13.971624,30.0,22.0,190.0,276.0
287,5.0,4.657208,4.657208,0.8333333,5.5886497,0.083333336,55.886497,30.0,22.0,190.0,316.0
288,3.0,40.705482,40.705482,0.25,162.82193,0.125,325.64386,23.0,15.0,55.0,87.0
289,3.0,40.705482,40.705482,0.35714287,113.97535,0.21428572,189.95891,23.0,15.0,55.0,115.0
290,3.0,40.705482,40.705482,1.0,40.705482,0.33333334,122.11645,23.0,15.0,55.0,126.0
291,3.0,40.705482,40.705482,0.23529412,172.9983,0.05882353,691.9932,23.0,15.0,55.0,126.0
292,3.0,40.705482,40.705482,0.6666667,61.058224,0.33333334,122.11645,23.0,15.0,55.0,126.0
293,3.0,40.705482,40.705482,0.11111111,366.34933,,,23.0,15.0,55.0,126.0
294,3.0,40.705482,40.705482,1.0,40.705482,0.5,81.410965,23.0,15.0,55.0,126.0
295,3.0,40.705482,40.705482,0.16666667,244.2329,0.16666667,244.2329,23.0,15.0,55.0,174.0
296,3.0,40.705482,40.705482,0.5,81.410965,0.5,81.410965,23.0,15.0,55.0,229.0
297,3.0,40.705482,40.705482,0.0,,0.33333334,122.11645,23.0,15.0,55.0,247.0
298,3.0,40.705482,40.705482,1.0,40.705482,1.0,40.705482,23.0,15.0,55.0,248.0
299,3.0,40.705482,40.705482,0.33333334,122.11645,0.33333334,122.11645,23.0,15.0,55.0,249.0
300,3.0,40.705482,40.705482,1.0,40.705482,1.0,40.705482,23.0,15.0,55.0,250.0
301,3.0,22.142014,22.142014,0.8,27.677517,0.4,55.355034,23.0,15.0,87.0,78.0
302,3.0,22.142014,22.142014,0.5,44.284027,0.25,88.568054,23.0,15.0,87.0,78.0
303,3.0,22.142014,22.142014,0.2857143,77.49704,0.14285715,154.99408,23.0,15.0,87.0,78.0
304,3.0,22.142014,22.142014,1.0,22.142014,0.5,44.284027,23.0,15.0,87.0,78.0
305,3.0,22.142014,22.142014,1.0,22.142014,1.0,22.142014,23.0,15.0,87.0,152.0
306,3.0,22.142014,22.142014,1.0,22.142014,0.5,44.284027,23.0,15.0,87.0,152.0
307,3.0,22.142014,22.142014,0.5,44.284027,0.5,44.284027,23.0,15.0,87.0,152.0
308,3.0,22.142014,22.142014,1.0,22.142014,0.5,44.284027,23.0,15.0,87.0,152.0
309,3.0,22.142014,22.142014,1.0,22.142014,0.5,44.284027,23.0,15.0,87.0,153.0
310,3.0,22.142014,22.142014,0.25,88.568054,0.25,88.568054,23.0,15.0,87.0,153.0
311,3.0,22.142014,22.142014,0.6666667,33.21302,0.33333334,66.42604,23.0,15.0,87.0,171.0
602,3.0,22.142014,22.142014,0.20338982,108.86491,0.084745765,261.27576,23.0,15.0,87.0,193.0
313,3.0,22.142014,22.142014,1.0,22.142014,0.33333334,66.42604,23.0,15.0,87.0,200.0
314,3.0,22.142014,22.142014,0.33333334,66.42604,0.16666667,132.85208,23.0,15.0,87.0,216.0
315,3.0,22.142014,22.142014,0.6666667,33.21302,0.33333334,66.42604,23.0,15.0,87.0,217.0
316,3.0,22.142014,22.142014,1.0,22.142014,0.75,29.522686,23.0,15.0,87.0,217.0
317,3.0,22.142014,22.142014,,,,,23.0,15.0,87.0,235.0
318,3.0,22.142014,22.142014,1.0,22.142014,1.0,22.142014,23.0,15.0,87.0,329.0
319,3.0,22.142014,22.142014,0.5,44.284027,0.33333334,66.42604,23.0,15.0,87.0,329.0
320,3.0,1.0,1.0,0.33333334,3.0,0.33333334,3.0,23.0,15.0,119.0,63.0
321,3.0,1.0,1.0,1.0,1.0,0.25,4.0,23.0,15.0,119.0,110.0
322,3.0,1.0,1.0,0.75,1.3333334,0.5,2.0,23.0,15.0,119.0,110.0
323,3.0,1.0,1.0,1.0,1.0,0.5,2.0,23.0,15.0,119.0,110.0
324,3.0,1.0,1.0,0.6666667,1.5,0.33333334,3.0,23.0,15.0,119.0,141.0
325,3.0,1.0,1.0,0.0862069,11.599999,0.05172414,19.333332,23.0,15.0,119.0,151.0
326,3.0,1.0,1.0,1.0,1.0,0.6,1.6666666,23.0,15.0,119.0,205.0
327,3.0,1.0,1.0,0.33333334,3.0,0.11111111,9.0,23.0,15.0,119.0,222.0
328,3.0,1.0,1.0,0.1724138,5.7999997,0.05172414,19.333332,23.0,15.0,119.0,237.0
329,3.0,1.0,1.0,0.5,2.0,,,23.0,15.0,119.0,243.0
330,3.0,1.0,1.0,0.75,1.3333334,0.5,2.0,23.0,15.0,119.0,243.0
331,3.0,1.0,1.0,0.33333334,3.0,,,23.0,15.0,119.0,244.0
332,3.0,1.0,1.0,1.0,1.0,0.33333334,3.0,23.0,15.0,119.0,252.0
333,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,15.0,119.0,252.0
334,3.0,1.0,1.0,0.4,2.5,0.2,5.0,23.0,15.0,119.0,252.0
335,3.0,1.0,1.0,0.18181819,5.5,0.09090909,11.0,23.0,15.0,119.0,257.0
336,3.0,1.0,1.0,0.5,2.0,0.16666667,6.0,23.0,15.0,119.0,267.0
337,3.0,1.0,1.0,0.22222222,4.5,0.11111111,9.0,23.0,15.0,119.0,272.0
338,3.0,1.0,1.0,1.0,1.0,0.33333334,3.0,23.0,15.0,119.0,273.0
339,3.0,13.670194,13.670194,0.36363637,37.593033,0.09090909,150.37213,23.0,15.0,131.0,40.0
340,3.0,13.670194,13.670194,0.25,54.680775,0.25,54.680775,23.0,15.0,131.0,40.0
341,3.0,13.670194,13.670194,1.0,13.670194,1.0,13.670194,23.0,15.0,131.0,40.0
342,3.0,13.670194,13.670194,0.5,27.340387,0.2,68.35097,23.0,15.0,131.0,94.0
343,3.0,13.670194,13.670194,0.71428573,19.138271,0.2857143,47.845676,23.0,15.0,131.0,94.0
344,3.0,13.670194,13.670194,1.0,13.670194,0.33333334,41.010582,23.0,15.0,131.0,108.0
345,3.0,13.670194,13.670194,0.5,27.340387,0.25,54.680775,23.0,15.0,131.0,148.0
346,3.0,13.670194,13.670194,0.2,68.35097,0.05,273.40387,23.0,15.0,131.0,149.0
347,3.0,13.670194,13.670194,1.0,13.670194,1.0,13.670194,23.0,15.0,131.0,150.0
348,3.0,13.670194,13.670194,1.0,13.670194,0.5,27.340387,23.0,15.0,131.0,158.0
349,3.0,13.670194,13.670194,1.0,13.670194,0.5,27.340387,23.0,15.0,131.0,159.0
350,3.0,13.670194,13.670194,0.5,27.340387,0.25,54.680775,23.0,15.0,131.0,159.0
351,3.0,13.670194,13.670194,1.0,13.670194,0.5,27.340387,23.0,15.0,131.0,159.0
352,3.0,13.670194,13.670194,0.5,27.340387,0.1,136.70193,23.0,15.0,131.0,159.0
353,3.0,13.670194,13.670194,0.5,27.340387,0.25,54.680775,23.0,15.0,131.0,176.0
354,3.0,13.670194,13.670194,1.0,13.670194,0.5,27.340387,23.0,15.0,131.0,176.0
355,3.0,13.670194,13.670194,1.0,13.670194,0.6666667,20.505291,23.0,15.0,131.0,176.0
356,3.0,13.670194,13.670194,0.05882353,232.3933,0.05882353,232.3933,23.0,15.0,131.0,176.0
357,3.0,13.670194,13.670194,0.2857143,47.845676,0.071428575,191.3827,23.0,15.0,131.0,206.0
358,3.0,13.670194,13.670194,0.5,27.340387,0.33333334,41.010582,23.0,15.0,131.0,218.0
359,3.0,13.670194,13.670194,1.0,13.670194,0.6666667,20.505291,23.0,15.0,131.0,281.0
360,3.0,13.670194,13.670194,1.0,13.670194,1.0,13.670194,23.0,15.0,131.0,281.0
361,3.0,13.670194,13.670194,0.4,34.175484,0.2,68.35097,23.0,15.0,131.0,281.0
362,3.0,13.670194,13.670194,0.33333334,41.010582,0.33333334,41.010582,23.0,15.0,131.0,282.0
363,3.0,13.670194,13.670194,0.044444446,307.57935,0.022222223,615.1587,23.0,15.0,131.0,282.0
364,3.0,13.670194,13.670194,1.0,13.670194,1.0,13.670194,23.0,15.0,131.0,320.0
365,3.0,13.670194,13.670194,1.0,13.670194,0.5,27.340387,23.0,15.0,131.0,327.0
366,3.0,22.008701,22.008701,1.0,22.008701,0.33333334,66.02611,23.0,15.0,150.0,27.0
367,3.0,22.008701,22.008701,1.0,22.008701,0.2,110.0435,23.0,15.0,150.0,27.0
368,3.0,22.008701,22.008701,1.0,22.008701,0.16666667,132.05222,23.0,15.0,150.0,45.0
369,3.0,22.008701,22.008701,1.0,22.008701,0.2,110.0435,23.0,15.0,150.0,46.0
370,3.0,22.008701,22.008701,1.0,22.008701,0.125,176.06961,23.0,15.0,150.0,47.0
371,3.0,22.008701,22.008701,1.0,22.008701,0.33333334,66.02611,23.0,15.0,150.0,66.0
372,3.0,22.008701,22.008701,1.0,22.008701,0.125,176.06961,23.0,15.0,150.0,66.0
373,3.0,22.008701,22.008701,1.0,22.008701,0.22222222,99.039154,23.0,15.0,150.0,163.0
374,3.0,22.008701,22.008701,0.22222222,99.039154,0.022222223,990.39154,23.0,15.0,150.0,177.0
375,3.0,22.008701,22.008701,1.0,22.008701,0.11111111,198.07831,23.0,15.0,150.0,184.0
376,3.0,22.008701,22.008701,0.2631579,83.633064,0.02631579,836.3306,23.0,15.0,150.0,207.0
377,3.0,22.008701,22.008701,1.0,22.008701,0.25,88.034805,23.0,15.0,150.0,207.0
378,3.0,22.008701,22.008701,1.0,22.008701,,,23.0,15.0,150.0,207.0
379,3.0,22.008701,22.008701,1.0,22.008701,1.0,22.008701,23.0,15.0,150.0,227.0
380,3.0,22.008701,22.008701,1.0,22.008701,0.33333334,66.02611,23.0,15.0,150.0,227.0
381,3.0,22.008701,22.008701,1.0,22.008701,0.25,88.034805,23.0,15.0,150.0,227.0
382,3.0,22.008701,22.008701,1.0,22.008701,0.33333334,66.02611,23.0,15.0,150.0,228.0
383,3.0,22.008701,22.008701,1.0,22.008701,0.33333334,66.02611,23.0,15.0,150.0,238.0
384,3.0,22.008701,22.008701,1.0,22.008701,0.25,88.034805,23.0,15.0,150.0,238.0
385,3.0,22.008701,22.008701,1.0,22.008701,0.5,44.017403,23.0,15.0,150.0,238.0
386,3.0,22.008701,22.008701,0.44444445,49.519577,0.11111111,198.07831,23.0,15.0,150.0,284.0
387,,12.115694,12.115694,0.5555556,21.808249,0.33333334,36.347084,,,,
388,,12.115694,12.115694,1.0,12.115694,0.6666667,18.173542,,,,
389,,12.115694,12.115694,1.0,12.115694,0.6666667,18.173542,,,,
390,,12.115694,12.115694,1.0,12.115694,0.5,24.231388,,,,
391,,12.115694,12.115694,0.75,16.154259,0.25,48.462776,,,,
392,,12.115694,12.115694,0.8,15.144617,0.4,30.289234,,,,
401,,12.115694,12.115694,0.90909094,13.327264,0.09090909,133.27263,,,,
402,,12.115694,12.115694,1.0,12.115694,1.0,12.115694,,,,
403,,12.115694,12.115694,1.0,12.115694,0.33333334,36.347084,,,,
404,,12.115694,12.115694,0.33333334,36.347084,0.33333334,36.347084,,,,
407,,12.115694,12.115694,0.3,40.385647,0.2,60.57847,,,,
500,,12.115694,12.115694,0.25,48.462776,0.125,96.92555,,,,
501,,12.115694,12.115694,0.35714287,33.923943,0.21428572,56.5399,,,,
502,,12.115694,12.115694,0.33333334,36.347084,0.16666667,72.69417,,,,
503,,12.115694,12.115694,0.45454547,26.654528,0.18181819,66.636314,,,,
601,2.0,8.490406,8.490406,0.8,10.613008,0.5714286,14.85821,41.0,36.0,96.0,324.0
603,3.0,22.142014,22.142014,0.20338982,108.86491,0.084745765,261.27576,23.0,15.0,87.0,193.0
